,file,lon [arcsec],lat [arcsec],date,lon1 [arcsec],lat1 [arcsec],lon2 [arcsec],lat2 [arcsec],lon3 [arcsec],lat3 [arcsec],fp1,fp2,fp3,width [arcsec],length1 [arcsec],length2 [arcsec],length3 [arcsec],length2+3 [arcsec],tilt mean [deg],tilt sd [deg],fp4,width fit par0,width fit par1,width fit vel [km/s],length fit par0,length fit par1,length fit vel [km/s],tilt fit par0,tilt fit par1,tilt fit mean value [deg],event
0,20130517_201030_14euB.fts,"[-504.89751387 -491.47551397 -494.83101434 -447.85398614 -437.78747388
 -436.10972164]","[-480.88126285 -495.98104886 -519.46945649 -447.32662353 -464.10414846
 -482.55937554]",2013-05-17 20:10:30,[-504.89751387 -491.47551397 -494.83101434],[-480.88126285 -495.98104886 -519.46945649],[-447.85398614 -437.78747388 -436.10972164],[-447.32662353 -464.10414846 -482.55937554],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14024931, -0.13357813)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.13652098, -0.13777251)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.13745306, -0.14429707)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12440389, -0.1242574)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12160763, -0.12891782)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12114159, -0.13404427)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[223.21689038 210.5945524  233.93384568],[20.20281216 23.72687665],[19.56578676 18.53133182],[nan nan],[19.56578676 18.53133182],121.10562801005001,0.7460892287673757,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12440389, -0.13357813)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12160763, -0.13777251)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12114159, -0.14429707)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
1,20130517_203030_14euB.fts,"[-498.18651445 -499.86426441 -499.86426441 -449.53173798 -439.46522607
 -434.43196933]","[-470.8116452  -487.58909386 -512.75526858 -449.00118351 -457.38997007
 -475.84521585]",2013-05-17 20:30:30,[-498.18651445 -499.86426441 -499.86426441],[-470.8116452  -487.58909386 -512.75526858],[-449.53173798 -439.46522607 -434.43196933],[-449.00118351 -457.38997007 -475.84521585],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.13838514, -0.13078101)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.13885118, -0.13544141)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.13885118, -0.14243202)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12486993, -0.12472255)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12207367, -0.12705277)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12067555, -0.13217923)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[179.83869468 227.76125729 253.38407496],[16.86112773 25.16617472],[13.10367894 19.1292909 ],[nan nan],[13.10367894 19.1292909 ],116.7124420501447,2.1588570334890513,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12486993, -0.13078101)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12207367, -0.13544141)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12067555, -0.14243202)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
2,20130517_205530_14euB.fts,"[-511.61169221 -509.93394272 -509.93394272 -436.11290162 -422.69088159
 -415.97987023]","[-480.8780443  -506.04422964 -529.53264668 -455.71223804 -480.87851381
 -517.78896921]",2013-05-17 20:55:30,[-511.61169221 -509.93394272 -509.93394272],[-480.8780443  -506.04422964 -529.53264668],[-436.11290162 -422.69088159 -415.97987023],[-455.71223804 -480.87851381 -517.78896921],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14211436, -0.13357723)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14164832, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14164832, -0.1470924)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12114247, -0.12658673)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11741413, -0.13357736)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.14383027)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[268.41934575 306.25432364 319.35775165],[25.22204845 23.48841703],[28.52178216 37.51558864],[nan nan],[28.52178216 37.51558864],103.88329908049126,4.8739350322490855,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.12114247, -0.13357723)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11741413, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 20:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.1470924)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
3,20130517_211530_14euB.fts,"[-513.28944163 -513.28944163 -511.61169221 -422.69088159 -415.97987023
 -410.94661113]","[-482.55578001 -506.04420922 -521.14391736 -455.71229977 -479.20079834
 -519.46674037]",2013-05-17 21:15:30,[-513.28944163 -513.28944163 -511.61169221],[-482.55578001 -506.04420922 -521.14391736],[-422.69088159 -415.97987023 -410.94661113],[-455.71229977 -479.20079834 -519.46674037],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.1425804, -0.13404327)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.1425804, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14211436, -0.1447622)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11741413, -0.12658675)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.13311133)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11415184, -0.14429632)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[318.70528107 340.46845012 339.57413691],[23.48842921 15.19263074],[24.42841048 40.57930242],[nan nan],[24.42841048 40.57930242],100.96015970330923,7.08883803732755,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11741413, -0.13404327)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:15:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11415184, -0.1447622)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
4,20130517_214530_14euB.fts,"[-509.93394272 -509.93394272 -511.61169221 -426.04638694 -409.26885799
 -405.91335154]","[-477.5225628  -506.04422964 -527.85489242 -443.96804701 -474.167587
 -511.07803519]",2013-05-17 21:45:30,[-509.93394272 -509.93394272 -511.61169221],[-477.5225628  -506.04422964 -527.85489242],[-426.04638694 -409.26885799 -405.91335154],[-443.96804701 -474.167587   -511.07803519],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14164832, -0.13264516)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14164832, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14211436, -0.14662636)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11834622, -0.12332446)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11368579, -0.13171322)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11275371, -0.14196612)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[304.73445914 356.14348355 360.96622994],[28.52166684 21.87509667],[34.54703596 37.06265788],[nan nan],[34.54703596 37.06265788],106.13038086441266,5.316789710697135,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11834622, -0.13264516)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11368579, -0.14056784)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 21:45:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11275371, -0.14662636)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
5,20130517_221030_14euB.fts,"[-508.25619317 -508.25619317 -509.93394272 -429.40189206 -415.97987023
 -402.55784487]","[-475.84482667 -497.65551605 -524.49941559 -420.47954924 -457.39007806
 -485.9118498 ]",2013-05-17 22:10:30,[-508.25619317 -508.25619317 -509.93394272],[-475.84482667 -497.65551605 -524.49941559],[-429.40189206 -415.97987023 -402.55784487],[-420.47954924 -457.39007806 -485.9118498 ],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14118228, -0.13217912)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14118228, -0.13823764)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14164832, -0.14569428)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.1192783, -0.11679987)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.1270528)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11182162, -0.13497551)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[324.97332976 339.57367821 384.83831255],[21.81068939 26.89627829],[39.2751551  31.52209111],[nan nan],[39.2751551  31.52209111],116.13830324032779,6.506594771404091,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.1192783, -0.13217912)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11554996, -0.13823764)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:10:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11182162, -0.14569428)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
6,20130517_223030_14euB.fts,"[-506.57844354 -506.57844354 -506.57844354 -424.3686343  -414.30211725
 -399.202338  ]","[-472.48616452 -492.6191109  -522.81851275 -420.47639049 -455.7091574
 -480.87544294]",2013-05-17 22:30:30,[-506.57844354 -506.57844354 -506.57844354],[-472.48616452 -492.6191109  -522.81851275],[-424.3686343  -414.30211725 -399.202338  ],[-420.47639049 -455.7091574  -480.87544294],[nan nan nan],[nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14071623, -0.13124616)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14071623, -0.13683864)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.14071623, -0.14522736)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11788018, -0.116799)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11508392, -0.12658588)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11088954, -0.13357651)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[328.11140931 335.20789178 388.81180285],[20.13294638 30.19940185],[36.64263404 29.34868415],[nan nan],[36.64263404 29.34868415],115.15238670496694,5.071407400800977,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11788018, -0.13124616)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11508392, -0.13683864)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-17 22:30:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.11088954, -0.14522736)>]",0.016959254543059372,-9834491.461476633,12.30003854244467,0.004135467891297033,-2398129.013300185,2.999330797520999,-0.00034933186698242946,202691.50073252252,111.44037137911904,10.0
7,20130527_185530_14euB.fts,"[-60.85781371 -28.81418558  25.84847654  52.23734708  69.20162015
 -13.73483059  12.65404089  78.62621591 123.86427029 161.56264003]","[-407.15148008 -395.84202043 -384.53254538 -388.3023615  -371.33813604
 -459.92900638 -450.50445548 -461.81388383 -471.23838117 -441.07976808]",2013-05-27 18:55:30,[-60.85781371 -28.81418558  25.84847654  52.23734708  69.20162015],[-407.15148008 -395.84202043 -384.53254538 -388.3023615  -371.33813604],[-13.73483059  12.65404089  78.62621591 123.86427029 161.56264003],[-459.92900638 -450.50445548 -461.81388383 -471.23838117 -441.07976808],[nan nan nan nan nan],[nan nan nan nan nan],"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.01690495, -0.11309763)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.00800394, -0.10995612)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.00718013, -0.1068146)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.01451037, -0.10786177)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.01922267, -0.10314948)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.00381523, -0.12775806)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.00351501, -0.12514013)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.02184062, -0.12828163)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.03440674, -0.13089955)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.04487851, -0.12252216)>]","[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (nan, nan)>]",[238.64026584 231.41745363 315.6432067  369.6121703  390.35417404],[33.98084727 55.82034446 26.65678154 23.99107139],[28.02132577 66.93452805 46.2093358  48.27741734],[nan nan nan nan],[28.02132577 66.93452805 46.2093358  48.27741734],41.4068238332543,6.347827722141134,"[<SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (-0.00381523, -0.11309763)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.00351501, -0.10995612)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.02184062, -0.1068146)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.03440674, -0.10786177)>, <SkyCoord (HeliographicStonyhurst: obstime=2013-05-27 18:55:30, rsun=695700.0 km): (lon, lat) in deg
    (0.04487851, -0.10314948)>]",0.015849984275568947,-9204775.499743436,11.49551809554189,0.0201306525265378,-11690864.079902448,14.60015835792207,-0.001997355283202193,1160033.7261663969,27.78087998726405,11.0
