# ERUPTIONDATE, LAT, LON, ROT, HAN, RAT
b'2013-01-27T06:30:30.012',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T06:45:30.833',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T07:39:00.006',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T07:39:00.006',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T07:39:00.006',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T07:39:00.006',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T07:54:00.005',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
b'2013-01-27T08:24:00.005',0.0,0.0,0.0,30.000000834826057,0.4000000059604645
