# DATE, R, OH, OH-R, OH-R-1, R/h
2013-01-29 02:00:30.006000,0.28258064745089,1.4600000381469727,1.1774193906960826,0.1774193906960826,0.2929630841533081
2013-01-29 02:15:30.831000,0.34200000762939453,1.7100000381469727,1.3680000305175781,0.3680000305175781,0.31780095638666433
2013-01-29 02:45:00.006000,0.5740157761290866,2.700000047683716,2.1259842715546293,1.1259842715546293,0.3532911296432996
2013-01-29 03:15:00.005000,0.637795295546226,3.0,2.3622047044537737,1.3622047044537737,0.35518158750338896
2013-01-29 03:35:00.006000,0.744094511470597,3.5,2.755905488529403,1.755905488529403,0.3564486121108053
2013-01-29 03:45:00.007000,0.7759842965228747,3.6500000953674316,2.8740157988445567,1.8740157988445567,0.35644861211080525
2013-01-29 04:24:00.005000,1.0417323363338022,4.900000095367432,3.8582677590336294,2.8582677590336294,0.35644861211080525
2013-01-29 04:39:00.005000,1.169291375168081,5.5,4.330708624831919,3.330708624831919,0.35644861211080525
2013-01-29 04:54:00.007000,1.3181102369122675,6.199999809265137,4.881889572352869,3.8818895723528692,0.35644861211080525
2013-01-29 05:24:00.006000,1.488189022941194,7.0,5.511810977058806,4.511810977058806,0.3564486121108053
