# DATE, R, OH, OH-R, OH-R-1, R/h
2010-12-12 03:15:30.005000,0.17256636607991432,1.5,1.3274336339200856,0.3274336339200856,0.14686158261922438
2010-12-12 04:00:30.010000,0.2217391443162426,1.7000000476837158,1.4782609033674732,0.4782609033674732,0.17192921517082185
2010-12-12 05:25:00.006000,0.4527426358461531,2.9000000953674316,2.4472574595212784,1.4472574595212784,0.22231168813353705
2010-12-12 05:45:00.005000,0.5234899367033176,3.25,2.7265100632966823,1.7265100632966823,0.23464861119053454
2010-12-12 06:05:00.006000,0.6032554387428621,3.6500000953674316,3.0467446566245693,2.0467446566245693,0.24472682740878357
2010-12-12 06:25:00.005000,0.6416666587400766,3.8499999046325684,3.208333245892492,2.208333245892492,0.24872248163128388
2010-12-12 06:45:00.006000,0.7462810055820848,4.300000190734863,3.5537191851527785,2.5537191851527785,0.26414640438835923
2010-12-12 07:24:00.006000,1.0845528971897545,5.800000190734863,4.715447293545109,3.7154472935451093,0.298822663384442
2010-12-12 07:39:00.006000,1.1702429307232225,6.150000095367432,4.979757164644209,3.9797571646442087,0.3071639625230995
2010-12-12 07:54:00.006000,1.2677419495484885,6.550000190734863,5.2822582411863745,4.2822582411863745,0.3144899319822166
2010-12-12 08:24:00.006000,1.4516128770596153,7.5,6.048387122940385,5.048387122940385,0.31448993198221664
2010-12-12 08:39:00.005000,1.5677419810572337,8.100000381469727,6.532258400412493,5.532258400412493,0.31448993198221664
